ISO_3166_code,province_th,province_en,zip_code,district_th,district_en,geo_code,subDistrict_th,subDistrict_en
81,กระบี่,Krabi,8103,เกาะลันตา,Ko Lanta,810303,เกาะกลาง,Ko Klang
81,กระบี่,Krabi,8103,เกาะลันตา,Ko Lanta,810302,เกาะลันตาน้อย,Ko Lanta Noi
81,กระบี่,Krabi,8103,เกาะลันตา,Ko Lanta,810301,เกาะลันตาใหญ่,Ko Lanta Yai
81,กระบี่,Krabi,8103,เกาะลันตา,Ko Lanta,810304,คลองยาง,Khlong Yang
81,กระบี่,Krabi,8103,เกาะลันตา,Ko Lanta,810305,ศาลาด่าน,Sala Dan
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810202,เขาดิน,Khao Din
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810201,เขาพนม,Khao Phanom
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810206,โคกหาร,Khok Han
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810204,พรุเตียว,Phru Tiao
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810203,สินปุน,Sin Pun
81,กระบี่,Krabi,8102,เขาพนม,Khao Phanom,810205,หน้าเขา,Na Khao
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810401,คลองท่อมใต้,Khlong Thom Tai
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810402,คลองท่อมเหนือ,Khlong Thom Nuea
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810403,คลองพน,Khlong Phon
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810404,ทรายขาว,Sai Khao
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810406,พรุดินนา,Phru Din Na
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810407,เพหลา,Phela
81,กระบี่,Krabi,8104,คลองท่อม,Khlong Thom,810405,ห้วยน้ำขาว,Huai Nam Khao
81,กระบี่,Krabi,8106,ปลายพระยา,Plai Phraya,810602,เขาเขน,Khao Khen
81,กระบี่,Krabi,8106,ปลายพระยา,Plai Phraya,810603,เขาต่อ,Khao To
81,กระบี่,Krabi,8106,ปลายพระยา,Plai Phraya,810604,คีรีวง,Khiri Wong
81,กระบี่,Krabi,8106,ปลายพระยา,Plai Phraya,810601,ปลายพระยา,Plai Phraya
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810103,กระบี่น้อย,Krabi Noi
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810102,กระบี่ใหญ่,Krabi Yai
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810105,เขาคราม,Khao Khram
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810106,เขาทอง,Khao Thong
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810118,คลองประสงค์,Khlong Prasong
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810111,ทับปริก,Thap Prik
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810101,ปากน้ำ,Pak Nam
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810115,ไสไทย,Sai Thai
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810117,หนองทะเล,Nong Thale
81,กระบี่,Krabi,8101,เมืองกระบี่,Mueang Krabi,810116,อ่าวนาง,Ao Nang
81,กระบี่,Krabi,8107,ลำทับ,Lam Thap,810704,ดินแดง,Din Daeng
81,กระบี่,Krabi,8107,ลำทับ,Lam Thap,810702,ดินอุดม,Din Udom
81,กระบี่,Krabi,8107,ลำทับ,Lam Thap,810703,ทุ่งไทรทอง,Thung Sai Thong
81,กระบี่,Krabi,8107,ลำทับ,Lam Thap,810701,ลำทับ,Lam Thap
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810802,เกาะศรีบอยา,Ko Si Boya
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810803,คลองขนาน,Khlong Khanan
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810804,คลองเขม้า,Khlong Khamao
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810805,โคกยาง,Khok Yang
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810806,ตลิ่งชัน,Taling Chan
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810807,ปกาสัย,Pakasai
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810808,ห้วยยูง,Huai Yung
81,กระบี่,Krabi,8108,เหนือคลอง,Nuea Khlong,810801,เหนือคลอง,Nuea Khlong
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810507,เขาใหญ่,Khao Yai
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810508,คลองยา,Khlong Ya
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810504,คลองหิน,Khlong Hin
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810503,นาเหนือ,Na Nuea
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810509,บ้านกลาง,Ban Klang
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810502,แหลมสัก,Laem Sak
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810501,อ่าวลึกใต้,Ao Luek Tai
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810505,อ่าวลึกน้อย,Ao Luek Noi
81,กระบี่,Krabi,8105,อ่าวลึก,Ao Luek,810506,อ่าวลึกเหนือ,Ao Luek Nuea
10,กรุงเทพมหานคร,Bangkok,1033,คลองเตย,Khlong Toei,103302,คลองตัน,Khlong Tan
10,กรุงเทพมหานคร,Bangkok,1033,คลองเตย,Khlong Toei,103301,คลองเตย,Khlong Toei
10,กรุงเทพมหานคร,Bangkok,1033,คลองเตย,Khlong Toei,103303,พระโขนง,Phra Khanong
10,กรุงเทพมหานคร,Bangkok,1018,คลองสาน,Khlong San,101804,คลองต้นไทร,Khlong Ton Sai
10,กรุงเทพมหานคร,Bangkok,1018,คลองสาน,Khlong San,101802,คลองสาน,Khlong San
10,กรุงเทพมหานคร,Bangkok,1018,คลองสาน,Khlong San,101803,บางลำภูล่าง,Bang Lamphu Lang
10,กรุงเทพมหานคร,Bangkok,1018,คลองสาน,Khlong San,101801,สมเด็จเจ้าพระยา,Somdet Chaophraya
10,กรุงเทพมหานคร,Bangkok,1046,คลองสามวา,Khlong Sam Wa,104604,ทรายกองดิน,Sai Kong Din
10,กรุงเทพมหานคร,Bangkok,1046,คลองสามวา,Khlong Sam Wa,104605,ทรายกองดินใต้,Sai Kong Din Tai
10,กรุงเทพมหานคร,Bangkok,1046,คลองสามวา,Khlong Sam Wa,104603,บางชัน,Bang Chan
10,กรุงเทพมหานคร,Bangkok,1046,คลองสามวา,Khlong Sam Wa,104601,สามวาตะวันตก,Sam Wa Tawan Tok
10,กรุงเทพมหานคร,Bangkok,1046,คลองสามวา,Khlong Sam Wa,104602,สามวาตะวันออก,Sam Wa Tawan Ok
10,กรุงเทพมหานคร,Bangkok,1043,คันนายาว,Khan Na Yao,104301,คันนายาว,Khan Na Yao
10,กรุงเทพมหานคร,Bangkok,1043,คันนายาว,Khan Na Yao,104302,รามอินทรา,Ram Inthra
10,กรุงเทพมหานคร,Bangkok,1030,จตุจักร,Chatuchak,103005,จตุจักร,Chatuchak
10,กรุงเทพมหานคร,Bangkok,1030,จตุจักร,Chatuchak,103004,จอมพล,Chomphon
10,กรุงเทพมหานคร,Bangkok,1030,จตุจักร,Chatuchak,103003,จันทรเกษม,Chantharakasem
10,กรุงเทพมหานคร,Bangkok,1030,จตุจักร,Chatuchak,103001,ลาดยาว,Lat Yao
10,กรุงเทพมหานคร,Bangkok,1030,จตุจักร,Chatuchak,103002,เสนานิคม,Sena Nikhom
10,กรุงเทพมหานคร,Bangkok,1035,จอมทอง,Chom Thong,103504,จอมทอง,Chom Thong
10,กรุงเทพมหานคร,Bangkok,1035,จอมทอง,Chom Thong,103501,บางขุนเทียน,Bang Khun Thian
10,กรุงเทพมหานคร,Bangkok,1035,จอมทอง,Chom Thong,103502,บางค้อ,Bang Kho
10,กรุงเทพมหานคร,Bangkok,1035,จอมทอง,Chom Thong,103503,บางมด,Bang Mot
10,กรุงเทพมหานคร,Bangkok,1036,ดอนเมือง,Don Mueang,103604,ดอนเมือง,Don Mueang
10,กรุงเทพมหานคร,Bangkok,1036,ดอนเมือง,Don Mueang,103605,สนามบิน,Sanam Bin
10,กรุงเทพมหานคร,Bangkok,1036,ดอนเมือง,Don Mueang,103602,สีกัน,Si Kan
10,กรุงเทพมหานคร,Bangkok,1026,ดินแดง,Din Daeng,102601,ดินแดง,Din Daeng
10,กรุงเทพมหานคร,Bangkok,1002,ดุสิต,Dusit,100201,ดุสิต,Dusit
10,กรุงเทพมหานคร,Bangkok,1002,ดุสิต,Dusit,100206,ถนนนครไชยศรี,Thanon Nakhon Chaisi
10,กรุงเทพมหานคร,Bangkok,1002,ดุสิต,Dusit,100202,วชิรพยาบาล,Wachira Phayaban
10,กรุงเทพมหานคร,Bangkok,1002,ดุสิต,Dusit,100203,สวนจิตรลดา,Suan Chitlada
10,กรุงเทพมหานคร,Bangkok,1002,ดุสิต,Dusit,100204,สี่แยกมหานาค,Si Yaek Mahanak
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101901,คลองชักพระ,Khlong Chak Phra
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101903,ฉิมพลี,Chimphli
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101902,ตลิ่งชัน,Taling Chan
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101907,บางเชือกหนัง,Bang Chueak Nang
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101904,บางพรม,Bang Phrom
10,กรุงเทพมหานคร,Bangkok,1019,ตลิ่งชัน,Taling Chan,101905,บางระมาด,Bang Ramat
10,กรุงเทพมหานคร,Bangkok,1048,ทวีวัฒนา,Thawi Watthana,104801,ทวีวัฒนา,Thawi Watthana
10,กรุงเทพมหานคร,Bangkok,1048,ทวีวัฒนา,Thawi Watthana,104802,ศาลาธรรมสพน์,Sala Thammasop
10,กรุงเทพมหานคร,Bangkok,1049,ทุ่งครุ,Thung Khru,104902,ทุ่งครุ,Thung Khru
10,กรุงเทพมหานคร,Bangkok,1049,ทุ่งครุ,Thung Khru,104901,บางมด,Bang Mot
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101506,ดาวคะนอง,Dao Khanong
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101505,ตลาดพลู,Talat Phlu
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101503,บางยี่เรือ,Bang Yi Ruea
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101504,บุคคโล,Bukkhalo
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101501,วัดกัลยาณ์,Wat Kanlaya
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101507,สำเหร่,Samre
10,กรุงเทพมหานคร,Bangkok,1015,ธนบุรี,Thon Buri,101502,หิรัญรูจี,Hiranruchi
10,กรุงเทพมหานคร,Bangkok,1020,บางกอกน้อย,Bangkok Noi,102006,บางขุนนนท์,Bang Khun Non
10,กรุงเทพมหานคร,Bangkok,1020,บางกอกน้อย,Bangkok Noi,102007,บางขุนศรี,Bang Khun Si
10,กรุงเทพมหานคร,Bangkok,1020,บางกอกน้อย,Bangkok Noi,102005,บ้านช่างหล่อ,Ban Chang Lo
10,กรุงเทพมหานคร,Bangkok,1020,บางกอกน้อย,Bangkok Noi,102004,ศิริราช,Sirirat
10,กรุงเทพมหานคร,Bangkok,1020,บางกอกน้อย,Bangkok Noi,102009,อรุณอมรินทร์,Arun Ammarin
10,กรุงเทพมหานคร,Bangkok,1016,บางกอกใหญ่,Bangkok Yai,101602,วัดท่าพระ,Wat Tha Phra
10,กรุงเทพมหานคร,Bangkok,1016,บางกอกใหญ่,Bangkok Yai,101601,วัดอรุณ,Wat Arun
10,กรุงเทพมหานคร,Bangkok,1006,บางกะปิ,Bang Kapi,100601,คลองจั่น,Khlong Chan
10,กรุงเทพมหานคร,Bangkok,1006,บางกะปิ,Bang Kapi,100608,หัวหมาก,Hua Mak
10,กรุงเทพมหานคร,Bangkok,1021,บางขุนเทียน,Bang Khun Thian,102105,ท่าข้าม,Tha Kham
10,กรุงเทพมหานคร,Bangkok,1021,บางขุนเทียน,Bang Khun Thian,102107,แสมดำ,Samae Dam
10,กรุงเทพมหานคร,Bangkok,1005,บางเขน,Bang Khen,100508,ท่าแร้ง,Tha Raeng
10,กรุงเทพมหานคร,Bangkok,1005,บางเขน,Bang Khen,100502,อนุสาวรีย์,Anusawari
10,กรุงเทพมหานคร,Bangkok,1031,บางคอแหลม,Bang Kho Laem,103101,บางคอแหลม,Bang Kho Laem
10,กรุงเทพมหานคร,Bangkok,1031,บางคอแหลม,Bang Kho Laem,103103,บางโคล่,Bang Khlo
10,กรุงเทพมหานคร,Bangkok,1031,บางคอแหลม,Bang Kho Laem,103102,วัดพระยาไกร,Wat Phraya Krai
10,กรุงเทพมหานคร,Bangkok,1040,บางแค,Bang Khae,104001,บางแค,Bang Khae
10,กรุงเทพมหานคร,Bangkok,1040,บางแค,Bang Khae,104002,บางแคเหนือ,Bang Khae Nuea
10,กรุงเทพมหานคร,Bangkok,1040,บางแค,Bang Khae,104003,บางไผ่,Bang Phai
10,กรุงเทพมหานคร,Bangkok,1040,บางแค,Bang Khae,104004,หลักสอง,Lak Song
10,กรุงเทพมหานคร,Bangkok,1029,บางซื่อ,Bang Sue,102901,บางซื่อ,Bang Sue
10,กรุงเทพมหานคร,Bangkok,1029,บางซื่อ,Bang Sue,102902,วงศ์สว่าง,Wong Sawang
10,กรุงเทพมหานคร,Bangkok,1047,บางนา,Bang Na,104701,บางนา,Bang Na
10,กรุงเทพมหานคร,Bangkok,1050,บางบอน,Bang Bon,105001,บางบอน,Bang Bon
10,กรุงเทพมหานคร,Bangkok,1025,บางพลัด,Bang Phlat,102503,บางบำหรุ,Bang Bamru
10,กรุงเทพมหานคร,Bangkok,1025,บางพลัด,Bang Phlat,102501,บางพลัด,Bang Phlat
10,กรุงเทพมหานคร,Bangkok,1025,บางพลัด,Bang Phlat,102504,บางยี่ขัน,Bang Yi Khan
10,กรุงเทพมหานคร,Bangkok,1025,บางพลัด,Bang Phlat,102502,บางอ้อ,Bang O
10,กรุงเทพมหานคร,Bangkok,1004,บางรัก,Bang Rak,100404,บางรัก,Bang Rak
10,กรุงเทพมหานคร,Bangkok,1004,บางรัก,Bang Rak,100401,มหาพฤฒาราม,Maha Phruettharam
10,กรุงเทพมหานคร,Bangkok,1004,บางรัก,Bang Rak,100405,สี่พระยา,Si Phraya
10,กรุงเทพมหานคร,Bangkok,1004,บางรัก,Bang Rak,100402,สีลม,Si Lom
10,กรุงเทพมหานคร,Bangkok,1004,บางรัก,Bang Rak,100403,สุริยวงศ์,Suriyawong
10,กรุงเทพมหานคร,Bangkok,1027,บึงกุ่ม,Bueng Kum,102701,คลองกุ่ม,Khlong Kum
10,กรุงเทพมหานคร,Bangkok,1027,บึงกุ่ม,Bueng Kum,102704,นวมินทร์,Nawamin
10,กรุงเทพมหานคร,Bangkok,1027,บึงกุ่ม,Bueng Kum,102705,นวลจันทร์,Nuan Chan
10,กรุงเทพมหานคร,Bangkok,1007,ปทุมวัน,Pathum Wan,100703,ปทุมวัน,Pathum Wan
10,กรุงเทพมหานคร,Bangkok,1007,ปทุมวัน,Pathum Wan,100701,รองเมือง,Rong Mueang
10,กรุงเทพมหานคร,Bangkok,1007,ปทุมวัน,Pathum Wan,100704,ลุมพินี,Lumphini
10,กรุงเทพมหานคร,Bangkok,1007,ปทุมวัน,Pathum Wan,100702,วังใหม่,Wang Mai
10,กรุงเทพมหานคร,Bangkok,1032,ประเวศ,Prawet,103203,ดอกไม้,Dokmai
10,กรุงเทพมหานคร,Bangkok,1032,ประเวศ,Prawet,103201,ประเวศ,Prawet
10,กรุงเทพมหานคร,Bangkok,1032,ประเวศ,Prawet,103202,หนองบอน,Nong Bon
10,กรุงเทพมหานคร,Bangkok,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,100803,คลองมหานาค,Khlong Mahanak
10,กรุงเทพมหานคร,Bangkok,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,100804,บ้านบาตร,Ban Bat
10,กรุงเทพมหานคร,Bangkok,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,100801,ป้อมปราบ,Pom Prap
10,กรุงเทพมหานคร,Bangkok,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,100802,วัดเทพศิรินทร์,Wat Thepsirin
10,กรุงเทพมหานคร,Bangkok,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,100805,วัดโสมนัส,Wat Sommanat
10,กรุงเทพมหานคร,Bangkok,1014,พญาไท,Phaya Thai,101401,สามเสนใน,Sam Sen Nai
10,กรุงเทพมหานคร,Bangkok,1009,พระโขนง,Phra Khanong,100905,บางจาก,Bang Chak
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100109,ชนะสงคราม,Chana Songkhram
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100108,ตลาดยอด,Talat Yot
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100107,บวรนิเวศ,Bowon Niwet
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100111,บางขุนพรหม,Bang Khun Phrom
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100110,บ้านพานถม,Ban Phan Thom
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100101,พระบรมมหาราชวัง,Phraborom Maharatchawang
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100102,วังบูรพาภิรมย์,Wang Burapha Phirom
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100103,วัดราชบพิธ,Wat Ratchabophit
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100112,วัดสามพระยา,Wat Sam Phraya
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100105,ศาลเจ้าพ่อเสือ,San Chaopho Suea
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100104,สำราญราษฎร์,Samran Rat
10,กรุงเทพมหานคร,Bangkok,1001,พระนคร,Phra Nakhon,100106,เสาชิงช้า,Sao Chingcha
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102208,คลองขวาง,Khlong Khwang
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102210,คูหาสวรรค์,Khuha Sawan
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102206,บางจาก,Bang Chak
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102202,บางด้วน,Bang Duan
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102207,บางแวก,Bang Waek
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102201,บางหว้า,Bang Wa
10,กรุงเทพมหานคร,Bangkok,1022,ภาษีเจริญ,Phasi Charoen,102209,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen
10,กรุงเทพมหานคร,Bangkok,1010,มีนบุรี,Min Buri,101001,มีนบุรี,Min Buri
10,กรุงเทพมหานคร,Bangkok,1010,มีนบุรี,Min Buri,101002,แสนแสบ,Saen Saep
10,กรุงเทพมหานคร,Bangkok,1012,ยานนาวา,Yan Nawa,101203,ช่องนนทรี,Chong Nonsi
10,กรุงเทพมหานคร,Bangkok,1012,ยานนาวา,Yan Nawa,101204,บางโพงพาง,Bang Phongphang
10,กรุงเทพมหานคร,Bangkok,1037,ราชเทวี,Ratchathewi,103702,ถนนพญาไท,Thanon Phaya Thai
10,กรุงเทพมหานคร,Bangkok,1037,ราชเทวี,Ratchathewi,103703,ถนนเพชรบุรี,Thanon Phet Buri
10,กรุงเทพมหานคร,Bangkok,1037,ราชเทวี,Ratchathewi,103701,ทุ่งพญาไท,Thung Phaya Thai
10,กรุงเทพมหานคร,Bangkok,1037,ราชเทวี,Ratchathewi,103704,มักกะสัน,Makkasan
10,กรุงเทพมหานคร,Bangkok,1024,ราษฎร์บูรณะ,Rat Burana,102402,บางปะกอก,Bang Pakok
10,กรุงเทพมหานคร,Bangkok,1024,ราษฎร์บูรณะ,Rat Burana,102401,ราษฎร์บูรณะ,Rat Burana
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101106,ขุมทอง,Khum Thong
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101102,คลองสองต้นนุ่น,Khlong Song Ton Nun
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101103,คลองสามประเวศ,Khlong Sam Prawet
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101105,ทับยาว,Thap Yao
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101101,ลาดกระบัง,Lat Krabang
10,กรุงเทพมหานคร,Bangkok,1011,ลาดกระบัง,Lat Krabang,101104,ลำปลาทิว,Lam Pla Thio
10,กรุงเทพมหานคร,Bangkok,1038,ลาดพร้าว,Lat Phrao,103802,จรเข้บัว,Chorakhe Bua
10,กรุงเทพมหานคร,Bangkok,1038,ลาดพร้าว,Lat Phrao,103801,ลาดพร้าว,Lat Phrao
10,กรุงเทพมหานคร,Bangkok,1045,วังทองหลาง,Wang Thonglang,104503,คลองเจ้าคุณสิงห์,Khlong Chaokhun Sing
10,กรุงเทพมหานคร,Bangkok,1045,วังทองหลาง,Wang Thonglang,104504,พลับพลา,Phlapphla
10,กรุงเทพมหานคร,Bangkok,1045,วังทองหลาง,Wang Thonglang,104501,วังทองหลาง,Wang Thonglang
10,กรุงเทพมหานคร,Bangkok,1045,วังทองหลาง,Wang Thonglang,104502,สะพานสอง,Saphan Song
10,กรุงเทพมหานคร,Bangkok,1039,วัฒนา,Vadhana,103902,คลองตันเหนือ,Khlong Tan Nuea
10,กรุงเทพมหานคร,Bangkok,1039,วัฒนา,Vadhana,103901,คลองเตยเหนือ,Khlong Toei Nuea
10,กรุงเทพมหานคร,Bangkok,1039,วัฒนา,Vadhana,103903,พระโขนงเหนือ,Phra Khanong Nuea
10,กรุงเทพมหานคร,Bangkok,1034,สวนหลวง,Suan Luang,103401,สวนหลวง,Suan Luang
10,กรุงเทพมหานคร,Bangkok,1044,สะพานสูง,Saphan Sung,104401,สะพานสูง,Saphan Sung
10,กรุงเทพมหานคร,Bangkok,1013,สัมพันธวงศ์,Samphanthawong,101301,จักรวรรดิ,Chakkrawat
10,กรุงเทพมหานคร,Bangkok,1013,สัมพันธวงศ์,Samphanthawong,101303,ตลาดน้อย,Talat Noi
10,กรุงเทพมหานคร,Bangkok,1013,สัมพันธวงศ์,Samphanthawong,101302,สัมพันธวงศ์,Samphanthawong
10,กรุงเทพมหานคร,Bangkok,1028,สาทร,Sathon,102803,ทุ่งมหาเมฆ,Thung Mahamek
10,กรุงเทพมหานคร,Bangkok,1028,สาทร,Sathon,102801,ทุ่งวัดดอน,Thung Wat Don
10,กรุงเทพมหานคร,Bangkok,1028,สาทร,Sathon,102802,ยานนาวา,Yan Nawa
10,กรุงเทพมหานคร,Bangkok,1042,สายไหม,Sai Mai,104203,คลองถนน,Khlong Thanon
10,กรุงเทพมหานคร,Bangkok,1042,สายไหม,Sai Mai,104201,สายไหม,Sai Mai
10,กรุงเทพมหานคร,Bangkok,1042,สายไหม,Sai Mai,104202,ออเงิน,O Ngoen
10,กรุงเทพมหานคร,Bangkok,1023,หนองแขม,Nong Khaem,102302,หนองแขม,Nong Khaem
10,กรุงเทพมหานคร,Bangkok,1023,หนองแขม,Nong Khaem,102303,หนองค้างพลู,Nong Khang Phlu
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100301,กระทุ่มราย,Krathum Rai
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100303,คลองสิบ,Khlong Sip
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100304,คลองสิบสอง,Khlong Sip Song
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100306,คู้ฝั่งเหนือ,Khu Fung Nuea
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100305,โคกแฝด,Khok Faet
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100308,ลำต้อยติ่ง,Lam Toiting
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100307,ลำผักชี,Lam Phak Chi
10,กรุงเทพมหานคร,Bangkok,1003,หนองจอก,Nong Chok,100302,หนองจอก,Nong Chok
10,กรุงเทพมหานคร,Bangkok,1041,หลักสี่,Lak Si,104102,ตลาดบางเขน,Talat Bang Khen
10,กรุงเทพมหานคร,Bangkok,1041,หลักสี่,Lak Si,104101,ทุ่งสองห้อง,Thung Song Hong
10,กรุงเทพมหานคร,Bangkok,1017,ห้วยขวาง,Huai Khwang,101702,บางกะปิ,Bang Kapi
10,กรุงเทพมหานคร,Bangkok,1017,ห้วยขวาง,Huai Khwang,101704,สามเสนนอก,Sam Sen Nok
10,กรุงเทพมหานคร,Bangkok,1017,ห้วยขวาง,Huai Khwang,101701,ห้วยขวาง,Huai Khwang
71,กาญจนบุรี,Kanchanaburi,7111,ด่านมะขามเตี้ย,Dan Makham Tia,711102,กลอนโด,Klon Do
71,กาญจนบุรี,Kanchanaburi,7111,ด่านมะขามเตี้ย,Dan Makham Tia,711103,จรเข้เผือก,Chorakhe Phueak
71,กาญจนบุรี,Kanchanaburi,7111,ด่านมะขามเตี้ย,Dan Makham Tia,711101,ด่านมะขามเตี้ย,Dan Makham Tia
71,กาญจนบุรี,Kanchanaburi,7111,ด่านมะขามเตี้ย,Dan Makham Tia,711104,หนองไผ่,Nong Phai
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710705,ชะแล,Chalae
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710701,ท่าขนุน,Tha Khanun
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710702,ปิล๊อก,Pi Lok
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710704,ลิ่นถิ่น,Lin Thin
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710707,สหกรณ์นิคม,Sahakon Nikhom
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710706,ห้วยเขย่ง,Huai Khayeng
71,กาญจนบุรี,Kanchanaburi,7107,ทองผาภูมิ,Thong Pha Phum,710703,หินดาด,Hin Dat
71,กาญจนบุรี,Kanchanaburi,7106,ท่าม่วง,Tha Muang,710607,เขาน้อย,Khao Noi
